Date,Bullish,Neutral,Bearish,Total,Bullish 8-Week Mov Avg,Bull-Bear Spread,Bullish Average,Bullish Average + St. Dev,Bullish Average - St. Dev,S&P 500 Weekly High,S&P 500 Weekly Low,S&P 500 Weekly Close
2009-08-20,0.3407,0.2593,0.4,1.0,0.3934625,-0.0593,0.384907436629,0.48829287048,0.281522002778,1004.08,996.39,996.46
2009-08-13,0.51,0.16,0.33,1.0,0.385875,0.18,0.384907436629,0.48829287048,0.281522002778,1009.54,1000.82,1005.81
2009-08-06,0.5,0.1484,0.3516,1.0,0.3637875,0.1484,0.384907436629,0.48829287048,0.281522002778,1008.0,997.59,1002.72
2009-07-30,0.4767,0.2093,0.314,1.0,0.35035,0.1627,0.384907436629,0.48829287048,0.281522002778,994.95,976.01,975.15
2009-07-23,0.376,0.2,0.424,1.0,0.3502125,-0.048,0.384907436629,0.48829287048,0.281522002778,962.37,953.27,954.07
2009-07-16,0.2868,0.2426,0.4706,1.0,0.353675,-0.1838,0.384907436629,0.48829287048,0.281522002778,934.31,928.04,932.68
2009-07-09,0.2791,0.1744,0.5465,1.0,0.359975,-0.2674,0.384907436629,0.48829287048,0.281522002778,886.01,879.35,879.56
2009-07-02,0.3784,0.1757,0.4459,1.0,0.37985,-0.0675,0.384907436629,0.48829287048,0.281522002778,921.24,903.22,923.33
2009-06-25,0.28,0.232,0.488,1.0,0.3876625,-0.208,0.384907436629,0.48829287048,0.281522002778,908.84,896.27,900.94
2009-06-18,0.3333,0.2024,0.4643,1.0,0.397775,-0.131,0.384907436629,0.48829287048,0.281522002778,914.05,907.94,910.71
2009-06-11,0.3925,0.215,0.3925,1.0,0.3958875,0.0,0.384907436629,0.48829287048,0.281522002778,950.13,939.04,939.15
2009-06-04,0.4756,0.1585,0.3659,1.0,0.402,0.1097,0.384907436629,0.48829287048,0.281522002778,936.22,931.29,931.76
2009-05-28,0.4037,0.1101,0.4862,1.0,0.3871875,-0.0825,0.384907436629,0.48829287048,0.281522002778,903.06,887.6,893.06
2009-05-21,0.3372,0.2093,0.4535,1.0,0.39005,-0.1163,0.384907436629,0.48829287048,0.281522002778,900.42,884.06,903.47
2009-05-14,0.4381,0.2095,0.3524,1.0,0.3968125,0.0857,0.384907436629,0.48829287048,0.281522002778,890.1,882.52,883.92
2009-05-07,0.4409,0.2258,0.3333,1.0,0.398375,0.1076,0.384907436629,0.48829287048,0.281522002778,929.58,919.58,919.53
2009-04-30,0.3609,0.203,0.4361,1.0,0.3778125,-0.0752,0.384907436629,0.48829287048,0.281522002778,887.47,876.59,873.64
2009-04-23,0.3182,0.2955,0.3864,1.0001,0.35635,-0.0682,0.384907436629,0.48829287048,0.281522002778,848.22,835.45,843.55
2009-04-16,0.4414,0.2,0.3586,1.0,0.34695,0.0828,0.384907436629,0.48829287048,0.281522002778,852.93,835.58,841.5
2009-04-09,0.3571,0.2,0.4429,1.0,0.318825,-0.0858,0.384907436629,0.48829287048,0.281522002778,850.8,829.29,825.16
2009-04-02,0.4266,0.2028,0.3706,1.0,0.315325,0.056,0.384907436629,0.48829287048,0.281522002778,835.91,814.53,811.08
2009-03-26,0.3913,0.1848,0.4239,1.0,0.2927875,-0.0326,0.384907436629,0.48829287048,0.281522002778,826.76,814.06,813.88
2009-03-19,0.4506,0.1667,0.3827,1.0,0.2754625,0.0679,0.384907436629,0.48829287048,0.281522002778,803.24,788.87,794.35
2009-03-12,0.2764,0.1789,0.5447,1.0,0.25315,-0.2683,0.384907436629,0.48829287048,0.281522002778,727.47,714.76,721.36
2009-03-05,0.1892,0.1081,0.7027,1.0,0.2531375,-0.5135,0.384907436629,0.48829287048,0.281522002778,708.27,696.27,712.87
2009-02-26,0.243,0.2056,0.5514,1.0,0.2903625,-0.3084,0.384907436629,0.48829287048,0.281522002778,779.42,765.76,764.9
2009-02-19,0.2164,0.2164,0.5672,1.0,0.2899875,-0.3508,0.384907436629,0.48829287048,0.281522002778,797.58,787.91,788.42
2009-02-12,0.3291,0.2785,0.3924,1.0,0.299125,-0.0633,0.384907436629,0.48829287048,0.281522002778,829.91,811.35,833.74
2009-02-05,0.2463,0.3134,0.4403,1.0,0.30765,-0.194,0.384907436629,0.48829287048,0.281522002778,832.63,819.91,832.23
2009-01-29,0.2527,0.2747,0.4725,0.9999,0.3237375,-0.2198,0.384907436629,0.48829287048,0.281522002778,868.89,854.37,874.09
2009-01-22,0.2721,0.2647,0.4632,1.0,0.3254875,-0.1911,0.384907436629,0.48829287048,0.281522002778,839.74,816.69,840.24
2009-01-15,0.2763,0.25,0.4737,1.0,0.3305375,-0.1974,0.384907436629,0.48829287048,0.281522002778,842.05,825.53,842.62
2009-01-08,0.487,0.1623,0.3506,0.9999,0.3264625,0.1364,0.384907436629,0.48829287048,0.281522002778,907.64,896.81,906.65
2009-01-01,0.24,0.2133,0.5467,1.0,0.3135,-0.3067,0.384907436629,0.48829287048,0.281522002778,934.73,899.35,903.25
2008-12-25,0.2895,0.2719,0.4386,1.0,0.3395375,-0.1491,0.384907436629,0.48829287048,0.281522002778,873.7,868.5,872.8
2008-12-18,0.3973,0.2466,0.3562,1.0001,0.349775,0.0411,0.384907436629,0.48829287048,0.281522002778,910.01,900.1,904.42
2008-12-11,0.375,0.2266,0.3984,1.0,0.3485375,-0.0234,0.384907436629,0.48829287048,0.281522002778,899.95,885.94,899.24
2008-12-04,0.2667,0.2556,0.4778,1.0001,0.3528375,-0.2111,0.384907436629,0.48829287048,0.281522002778,872.89,858.55,870.74
2008-11-27,0.3125,0.2386,0.4489,1.0,0.3588375,-0.1364,0.384907436629,0.48829287048,0.281522002778,896.25,881.21,887.68
2008-11-20,0.2437,0.1849,0.5714,1.0,0.3614375,-0.3277,0.384907436629,0.48829287048,0.281522002778,805.87,776.79,806.58
2008-11-13,0.3833,0.1917,0.425,1.0,0.373525,-0.0417,0.384907436629,0.48829287048,0.281522002778,865.07,847.4,852.3
2008-11-06,0.4483,0.2184,0.3333,1.0,0.359625,0.115,0.384907436629,0.48829287048,0.281522002778,952.4,934.13,952.77
2008-10-30,0.3714,0.2229,0.4057,1.0,0.340175,-0.0343,0.384907436629,0.48829287048,0.281522002778,963.23,939.38,930.09
2008-10-23,0.3874,0.2252,0.3874,1.0,0.34005,0.0,0.384907436629,0.48829287048,0.281522002778,909.8,883.8,896.78
2008-10-16,0.4094,0.193,0.3977,1.0001,0.329975,0.0117,0.384907436629,0.48829287048,0.281522002778,924.87,888.17,907.84
2008-10-09,0.3147,0.0769,0.6084,1.0,0.326425,-0.2937,0.384907436629,0.48829287048,0.281522002778,1005.25,986.53,984.94
2008-10-02,0.3333,0.1167,0.55,1.0,0.3406625,-0.2167,0.384907436629,0.48829287048,0.281522002778,1160.64,1132.46,1161.06
2008-09-25,0.3404,0.2021,0.4574,0.9999,0.3435125,-0.117,0.384907436629,0.48829287048,0.281522002778,1212.77,1187.87,1185.87
2008-09-18,0.2721,0.1837,0.5442,1.0,0.3509625,-0.2721,0.384907436629,0.48829287048,0.281522002778,1184.22,1157.08,1156.39
2008-09-11,0.2927,0.1585,0.5488,1.0,0.361725,-0.2561,0.384907436629,0.48829287048,0.281522002778,1274.66,1221.73,1232.04
2008-09-04,0.3704,0.1975,0.4321,1.0,0.3563875,-0.0617,0.384907436629,0.48829287048,0.281522002778,1271.8,1253.12,1274.98
2008-08-28,0.3068,0.2386,0.4545,0.9999,0.3378,-0.1477,0.384907436629,0.48829287048,0.281522002778,1291.7,1283.79,1281.66
2008-08-21,0.381,0.246,0.373,1.0,0.3293625,0.008,0.384907436629,0.48829287048,0.281522002778,1300.15,1261.31,1274.54
2008-08-14,0.4286,0.1818,0.3896,1.0,0.3208,0.039,0.384907436629,0.48829287048,0.281522002778,1285.58,1276.84,1285.83
2008-08-07,0.3561,0.2197,0.4242,1.0,0.30845,-0.0681,0.384907436629,0.48829287048,0.281522002778,1278.81,1273.06,1289.19
2008-07-31,0.4,0.1882,0.4118,1.0,0.303,-0.0118,0.384907436629,0.48829287048,0.281522002778,1281.59,1273.5,1284.26
2008-07-24,0.3582,0.2014,0.4403,0.9999,0.30735,-0.0821,0.384907436629,0.48829287048,0.281522002778,1283.22,1276.01,1282.19
2008-07-17,0.25,0.1686,0.5814,1.0,0.301775,-0.3314,0.384907436629,0.48829287048,0.281522002778,1258.72,1246.31,1245.36
2008-07-10,0.2217,0.2266,0.5517,1.0,0.3284,-0.33,0.384907436629,0.48829287048,0.281522002778,1252.39,1243.32,1244.69
2008-07-03,0.2393,0.2393,0.5214,1.0,0.3571375,-0.2821,0.384907436629,0.48829287048,0.281522002778,1269.81,1255.69,1261.52
2008-06-26,0.3125,0.1648,0.5227,1.0,0.3932375,-0.2102,0.384907436629,0.48829287048,0.281522002778,1316.29,1306.14,1321.97
2008-06-19,0.3298,0.2128,0.4574,1.0,0.4207875,-0.1276,0.384907436629,0.48829287048,0.281522002778,1341.27,1334.04,1337.81
2008-06-12,0.3125,0.1518,0.5357,1.0,0.4379,-0.2232,0.384907436629,0.48829287048,0.281522002778,1353.03,1335.78,1335.49
2008-06-05,0.4348,0.1848,0.3804,1.0,0.4368,0.0544,0.384907436629,0.48829287048,0.281522002778,1393.32,1377.48,1377.2
2008-05-29,0.3136,0.2288,0.4576,1.0,0.43965,-0.144,0.384907436629,0.48829287048,0.281522002778,1393.49,1388.59,1390.84
2008-05-22,0.463,0.1944,0.3426,1.0,0.446325,0.1204,0.384907436629,0.48829287048,0.281522002778,1396.2,1390.7,1390.71
2008-05-15,0.4516,0.2516,0.2968,1.0,0.44045,0.1548,0.384907436629,0.48829287048,0.281522002778,1412.29,1406.87,1408.66
2008-05-08,0.5281,0.2247,0.2472,1.0,0.4155125,0.2809,0.384907436629,0.48829287048,0.281522002778,1394.29,1399.18,1389.39
2008-05-01,0.5329,0.2039,0.2632,1.0,0.375025,0.2697,0.384907436629,0.48829287048,0.281522002778,1404.57,1384.25,1385.59
2008-04-24,0.4667,0.2583,0.275,1.0,0.3358875,0.1917,0.384907436629,0.48829287048,0.281522002778,1387.87,1372.24,1379.93
2008-04-17,0.3037,0.2094,0.4869,1.0,0.3204375,-0.1832,0.384907436629,0.48829287048,0.281522002778,1365.49,1337.02,1364.71
2008-04-10,0.4576,0.1695,0.3729,1.0,0.32395,0.0847,0.384907436629,0.48829287048,0.281522002778,1368.08,1350.25,1354.49
2008-04-03,0.367,0.2394,0.3936,1.0,0.3084125,-0.0266,0.384907436629,0.48829287048,0.281522002778,1377.95,1361.55,1367.53
2008-03-27,0.416,0.248,0.336,1.0,0.305175,0.08,0.384907436629,0.48829287048,0.281522002778,1352.45,1336.41,1341.13
2008-03-20,0.2521,0.2051,0.5427,0.9999,0.290775,-0.2906,0.384907436629,0.48829287048,0.281522002778,1341.51,1298.42,1298.42
2008-03-13,0.2042,0.2042,0.5915,0.9999,0.2906875,-0.3873,0.384907436629,0.48829287048,0.281522002778,1333.26,1307.86,1308.77
2008-03-06,0.2198,0.2637,0.5165,1.0,0.2955375,-0.2967,0.384907436629,0.48829287048,0.281522002778,1344.19,1320.22,1333.7
2008-02-28,0.3431,0.2044,0.4526,1.0001,0.2926,-0.1095,0.384907436629,0.48829287048,0.281522002778,1388.34,1372.0,1380.02
2008-02-21,0.3318,0.2212,0.447,1.0,0.28185,-0.1152,0.384907436629,0.48829287048,0.281522002778,1367.28,1345.05,1348.78
2008-02-14,0.3333,0.2481,0.4186,1.0,0.277875,-0.0853,0.384907436629,0.48829287048,0.281522002778,1369.23,1350.78,1367.21
2008-02-07,0.3411,0.1869,0.472,1.0,0.281025,-0.1309,0.384907436629,0.48829287048,0.281522002778,1351.96,1324.34,1326.45
2008-01-31,0.3008,0.2105,0.4887,1.0,0.2979125,-0.1879,0.384907436629,0.48829287048,0.281522002778,1385.86,1352.95,1355.81
2008-01-24,0.2514,0.1585,0.5902,1.0001,0.311125,-0.3388,0.384907436629,0.48829287048,0.281522002778,1338.82,1269.87,1338.6
2008-01-17,0.243,0.213,0.5444,1.0004,0.3154125,-0.3014,0.384907436629,0.48829287048,0.281522002778,1391.99,1364.27,1373.2
2008-01-10,0.1963,0.215,0.5888,1.0001,0.3170125,-0.3925,0.384907436629,0.48829287048,0.281522002778,1409.2,1379.23,1409.13
2008-01-03,0.2571,0.1905,0.5524,1.0,0.3337375,-0.2953,0.384907436629,0.48829287048,0.281522002778,1455.74,1447.37,1450.38
2007-12-27,0.3,0.2,0.5,1.0,0.3468375,-0.2,0.384907436629,0.48829287048,0.281522002778,1497.63,1484.55,1496.45
2007-12-20,0.3585,0.1698,0.4717,1.0,0.365225,-0.1132,0.384907436629,0.48829287048,0.281522002778,1464.4,1445.49,1453.0
2007-12-13,0.4762,0.1667,0.3571,1.0,0.359475,0.1191,0.384907436629,0.48829287048,0.281522002778,1485.4,1472.4,1479.66
2007-12-06,0.4065,0.1951,0.3984,1.0,0.3524,0.0081,0.384907436629,0.48829287048,0.281522002778,1485.85,1462.06,1485.01
2007-11-29,0.2857,0.1531,0.5612,1.0,0.3698875,-0.2755,0.384907436629,0.48829287048,0.281522002778,1471.44,1427.78,1469.02
2007-11-22,0.2558,0.2171,0.5271,1.0,0.3989375,-0.2713,0.384907436629,0.48829287048,0.281522002778,1439.62,1415.73,1416.77
2007-11-15,0.3301,0.1748,0.4951,1.0,0.428675,-0.165,0.384907436629,0.48829287048,0.281522002778,1491.51,1466.99,1470.58
2007-11-08,0.3619,0.1238,0.5143,1.0,0.4364625,-0.1524,0.384907436629,0.48829287048,0.281522002778,1519.49,1475.08,1475.62
2007-11-01,0.4471,0.1882,0.3647,1.0,0.441225,0.0824,0.384907436629,0.48829287048,0.281522002778,1551.91,1529.42,1549.38
2007-10-25,0.3125,0.2054,0.4821,1.0,0.4333125,-0.1696,0.384907436629,0.48829287048,0.281522002778,1519.57,1489.74,1515.88
2007-10-18,0.4196,0.2232,0.3571,0.9999,0.444625,0.0625,0.384907436629,0.48829287048,0.281522002778,1550.38,1526.46,1541.24
2007-10-11,0.5464,0.1959,0.2577,1.0,0.443775,0.2887,0.384907436629,0.48829287048,0.281522002778,1565.22,1555.62,1562.47
2007-10-04,0.5181,0.2289,0.253,1.0,0.42825,0.2651,0.384907436629,0.48829287048,0.281522002778,1546.33,1536.43,1539.59
2007-09-27,0.4937,0.1646,0.3418,1.0001,0.4206875,0.1519,0.384907436629,0.48829287048,0.281522002778,1529.17,1516.96,1525.42
2007-09-20,0.3924,0.2911,0.3165,1.0,0.416325,0.0759,0.384907436629,0.48829287048,0.281522002778,1538.69,1519.75,1529.03
2007-09-13,0.4,0.2471,0.3529,1.0,0.4225375,0.0471,0.384907436629,0.48829287048,0.281522002778,1479.19,1465.69,1471.56
2007-09-06,0.3838,0.1919,0.4242,0.9999,0.42475,-0.0404,0.384907436629,0.48829287048,0.281522002778,1488.76,1466.37,1472.29
2007-08-30,0.403,0.1343,0.4627,1.0,0.431325,-0.0597,0.384907436629,0.48829287048,0.281522002778,1463.76,1432.01,1463.76
2007-08-23,0.4128,0.156,0.4312,1.0,0.43575,-0.0184,0.384907436629,0.48829287048,0.281522002778,1464.48,1447.03,1464.07
2007-08-16,0.4222,0.1222,0.4556,1.0,0.432925,-0.0334,0.384907436629,0.48829287048,0.281522002778,1440.78,1404.36,1406.7
2007-08-09,0.4576,0.1525,0.3898,0.9999,0.4341,0.0678,0.384907436629,0.48829287048,0.281522002778,1503.89,1476.22,1497.49
2007-08-02,0.4588,0.1412,0.4,1.0,0.423525,0.0588,0.384907436629,0.48829287048,0.281522002778,1463.3,1443.68,1451.59
2007-07-26,0.4421,0.1895,0.3684,1.0,0.4169125,0.0737,0.384907436629,0.48829287048,0.281522002778,1524.31,1504.87,1517.91
2007-07-19,0.4177,0.2152,0.3671,1.0,0.4033125,0.0506,0.384907436629,0.48829287048,0.281522002778,1549.2,1533.67,1546.17
2007-07-12,0.4364,0.2636,0.3,1.0,0.3977875,0.1364,0.384907436629,0.48829287048,0.281522002778,1519.34,1506.1,1518.76
2007-07-05,0.4384,0.2329,0.3288,1.0001,0.391225,0.1096,0.384907436629,0.48829287048,0.281522002778,1526.01,1519.12,1524.87
2007-06-28,0.3902,0.252,0.3577,0.9999,0.39,0.0325,0.384907436629,0.48829287048,0.281522002778,1515.7,1492.65,1515.67
2007-06-21,0.4316,0.2316,0.3368,1.0,0.3769375,0.0948,0.384907436629,0.48829287048,0.281522002778,1537.32,1512.36,1512.84
2007-06-14,0.373,0.1905,0.4365,1.0,0.3720375,-0.0635,0.384907436629,0.48829287048,0.281522002778,1515.7,1492.65,1515.67
2007-06-07,0.4059,0.1683,0.4257,0.9999,0.3840875,-0.0198,0.384907436629,0.48829287048,0.281522002778,1530.57,1514.13,1517.38
2007-05-31,0.3333,0.2188,0.4479,1.0,0.3844125,-0.1146,0.384907436629,0.48829287048,0.281522002778,1530.23,1510.06,1530.23
2007-05-24,0.3735,0.241,0.3855,1.0,0.383075,-0.012,0.384907436629,0.48829287048,0.281522002778,1532.43,1521.9,1522.28
2007-05-17,0.3839,0.25,0.3661,1.0,0.3897375,0.0178,0.384907436629,0.48829287048,0.281522002778,1514.15,1500.75,1514.14
2007-05-10,0.4286,0.1429,0.4286,1.0001,0.3966,0.0,0.384907436629,0.48829287048,0.281522002778,1513.8,1503.77,1512.58
2007-05-03,0.2857,0.1714,0.5429,1.0,0.3842625,-0.2572,0.384907436629,0.48829287048,0.281522002778,1499.1,1486.13,1495.92
2007-04-26,0.3924,0.2278,0.3797,0.9999,0.3933,0.0127,0.384907436629,0.48829287048,0.281522002778,1496.59,1480.28,1495.42
2007-04-19,0.4694,0.2347,0.2959,1.0,0.3900375,0.1735,0.384907436629,0.48829287048,0.281522002778,1476.57,1466.41,1472.5
2007-04-12,0.4085,0.2113,0.3803,1.0001,0.398675,0.0282,0.384907436629,0.48829287048,0.281522002778,1448.39,1436.15,1438.87
2007-04-05,0.3226,0.2796,0.3978,1.0,0.407075,-0.0752,0.384907436629,0.48829287048,0.281522002778,1440.16,1435.08,1439.37
2007-03-29,0.4268,0.3171,0.2561,1.0,0.4244375,0.1707,0.384907436629,0.48829287048,0.281522002778,1426.24,1413.27,1422.53
2007-03-22,0.4388,0.2302,0.3309,0.9999,0.4289875,0.1079,0.384907436629,0.48829287048,0.281522002778,1436.8,1429.88,1431.64
2007-03-15,0.3299,0.2165,0.4536,1.0,0.423525,-0.1237,0.384907436629,0.48829287048,0.281522002778,1395.73,1385.16,1392.28
2007-03-08,0.358,0.1932,0.4489,1.0001,0.4545125,-0.0909,0.384907436629,0.48829287048,0.281522002778,1407.72,1391.88,1406.18
2007-03-01,0.3663,0.2376,0.396,0.9999,0.4653125,-0.0297,0.384907436629,0.48829287048,0.281522002778,1408.17,1380.87,1406.01
2007-02-22,0.5385,0.2385,0.2231,1.0001,0.48095,0.3154,0.384907436629,0.48829287048,0.281522002778,1461.57,1457.29,1459.85
2007-02-15,0.4757,0.2136,0.3107,1.0,0.4711375,0.165,0.384907436629,0.48829287048,0.281522002778,1457.97,1453.19,1456.81
2007-02-08,0.4615,0.2385,0.3,1.0,0.460525,0.1615,0.384907436629,0.48829287048,0.281522002778,1452.99,1446.44,1450.02
2007-02-01,0.4632,0.2316,0.3053,1.0001,0.4545,0.1579,0.384907436629,0.48829287048,0.281522002778,1446.64,1437.9,1445.94
2007-01-25,0.3951,0.2716,0.3333,1.0,0.445275,0.0618,0.384907436629,0.48829287048,0.281522002778,1440.69,1434.56,1436.31
2007-01-18,0.5778,0.1515,0.2727,1.002,0.4461625,0.3051,0.384907436629,0.48829287048,0.281522002778,1432.96,1424.21,1426.37
2007-01-11,0.4444,0.213,0.3426,1.0,0.4263625,0.1018,0.384907436629,0.48829287048,0.281522002778,1418.84,1414.84,1418.78
2007-01-04,0.4914,0.2155,0.2931,1.0,0.4290125,0.1983,0.384907436629,0.48829287048,0.281522002778,1421.84,1408.22,1418.34
2006-12-28,0.46,0.18,0.36,1.0,0.4308375,0.1,0.384907436629,0.48829287048,0.281522002778,1427.26,1422.05,1424.73
2006-12-21,0.3908,0.1839,0.4253,1.0,0.428025,-0.0345,0.384907436629,0.48829287048,0.281522002778,1426.4,1423.2,1425.84
2006-12-14,0.4133,0.2067,0.38,1.0,0.4443875,0.0333,0.384907436629,0.48829287048,0.281522002778,1424.64,1413.16,1422.34
2006-12-07,0.3894,0.1947,0.4159,1.0,0.460475,-0.0265,0.384907436629,0.48829287048,0.281522002778,1415.93,1396.67,1412.9
2006-11-30,0.4022,0.1229,0.4749,1.0,0.473025,-0.0727,0.384907436629,0.48829287048,0.281522002778,1402.67,1394.85,1395.97
2006-11-23,0.4194,0.1613,0.4194,1.0001,0.469975,0.0,0.384907436629,0.48829287048,0.281522002778,1407.89,1402.26,1406.09
2006-11-16,0.4656,0.229,0.3053,0.9999,0.4817,0.1603,0.384907436629,0.48829287048,0.281522002778,1401.79,1396.53,1400.08
2006-11-09,0.506,0.2289,0.2651,1.0,0.4831875,0.2409,0.384907436629,0.48829287048,0.281522002778,1388.92,1377.37,1378.33
2006-11-02,0.4375,0.1938,0.3688,1.0001,0.479875,0.0687,0.384907436629,0.48829287048,0.281522002778,1367.44,1362.21,1366.31
2006-10-26,0.5217,0.1739,0.3043,0.9999,0.478925,0.2174,0.384907436629,0.48829287048,0.281522002778,1386.53,1379.47,1385.15
2006-10-19,0.542,0.1603,0.2977,1.0,0.465675,0.2443,0.384907436629,0.48829287048,0.281522002778,1368.09,1362.06,1366.96
2006-10-12,0.4898,0.1327,0.3776,1.0001,0.4471125,0.1122,0.384907436629,0.48829287048,0.281522002778,1359.05,1349.94,1357.88
2006-10-05,0.3778,0.1556,0.4667,1.0001,0.42405,-0.0889,0.384907436629,0.48829287048,0.281522002778,1351.57,1347.75,1348.56
2006-09-28,0.5132,0.1579,0.3289,1.0,0.4225625,0.1843,0.384907436629,0.48829287048,0.281522002778,1339.73,1334.75,1336.87
2006-09-21,0.4775,0.1802,0.3423,1.0,0.3977375,0.1352,0.384907436629,0.48829287048,0.281522002778,1328.19,1322.59,1326.9
2006-09-14,0.4795,0.137,0.3836,1.0001,0.38165,0.0959,0.384907436629,0.48829287048,0.281522002778,1318.0,1313.25,1316.28
2006-09-07,0.4299,0.271,0.2991,1.0,0.351525,0.1308,0.384907436629,0.48829287048,0.281522002778,1301.25,1292.13,1297.79
2006-08-31,0.4157,0.3258,0.2584,0.9999,0.3434125,0.1573,0.384907436629,0.48829287048,0.281522002778,1305.5,1302.45,1302.93
2006-08-24,0.3935,0.2323,0.3742,1.0,0.338575,0.0193,0.384907436629,0.48829287048,0.281522002778,1297.23,1291.49,1291.94
2006-08-17,0.3053,0.3368,0.3579,1.0,0.3376375,-0.0526,0.384907436629,0.48829287048,0.281522002778,1296.31,1292.71,1294.21
2006-08-10,0.3659,0.2195,0.4146,1.0,0.342475,-0.0487,0.384907436629,0.48829287048,0.281522002778,1272.55,1261.3,1271.81
2006-08-03,0.3146,0.2135,0.4719,1.0,0.32975,-0.1573,0.384907436629,0.48829287048,0.281522002778,1283.96,1271.25,1280.27
2006-07-27,0.3488,0.2209,0.4302,0.9999,0.3232125,-0.0814,0.384907436629,0.48829287048,0.281522002778,1273.89,1240.25,1268.4
2006-07-20,0.2385,0.1835,0.578,1.0,0.318075,-0.3395,0.384907436629,0.48829287048,0.281522002778,1262.56,1253.13,1255.69
2006-07-13,0.365,0.2409,0.3942,1.0001,0.3295625,-0.0292,0.384907436629,0.48829287048,0.281522002778,1258.58,1241.43,1242.28
2006-07-06,0.377,0.1967,0.4262,0.9999,0.333175,-0.0492,0.384907436629,0.48829287048,0.281522002778,1278.32,1270.58,1274.08
2006-06-29,0.386,0.2164,0.3977,1.0001,0.354675,-0.0117,0.384907436629,0.48829287048,0.281522002778,1257.29,1245.94,1255.88
2006-06-22,0.344,0.24,0.416,1.0,0.3637875,-0.072,0.384907436629,0.48829287048,0.281522002778,1251.92,1241.53,1244.7
2006-06-15,0.2641,0.1861,0.5498,1.0,0.373425,-0.2857,0.384907436629,0.48829287048,0.281522002778,1243.59,1230.01,1243.04
2006-06-08,0.2623,0.2869,0.4508,1.0,0.382575,-0.1885,0.384907436629,0.48829287048,0.281522002778,1257.07,1249.43,1249.72
2006-06-01,0.3077,0.1923,0.5,1.0,0.4064875,-0.1923,0.384907436629,0.48829287048,0.281522002778,1285.71,1269.19,1285.71
2006-05-25,0.3304,0.2143,0.4554,1.0001,0.4276125,-0.125,0.384907436629,0.48829287048,0.281522002778,1264.53,1245.34,1258.57
2006-05-18,0.3939,0.1697,0.4364,1.0,0.432825,-0.0425,0.384907436629,0.48829287048,0.281522002778,1291.73,1267.31,1270.32
2006-05-11,0.549,0.1765,0.2745,1.0,0.438275,0.2745,0.384907436629,0.48829287048,0.281522002778,1326.7,1317.44,1322.85
2006-05-04,0.4589,0.2055,0.3356,1.0,0.4278375,0.1233,0.384907436629,0.48829287048,0.281522002778,1317.21,1303.46,1308.12
2006-04-27,0.4211,0.2193,0.3596,1.0,0.4219875,0.0615,0.384907436629,0.48829287048,0.281522002778,1316.04,1295.57,1310.61
2006-04-20,0.3373,0.2544,0.4083,1.0,0.420525,-0.071,0.384907436629,0.48829287048,0.281522002778,1310.39,1280.74,1309.93
2006-04-13,0.4536,0.268,0.2784,1.0,0.432375,0.1752,0.384907436629,0.48829287048,0.281522002778,1300.74,1282.96,1288.12
2006-04-06,0.4767,0.2907,0.2326,1.0,0.4259,0.2441,0.384907436629,0.48829287048,0.281522002778,1312.81,1294.71,1311.56
2006-03-30,0.3721,0.3023,0.3256,1.0,0.41655,0.0465,0.384907436629,0.48829287048,0.281522002778,1306.24,1291.84,1302.89
2006-03-23,0.4375,0.2875,0.275,1.0,0.4259125,0.1625,0.384907436629,0.48829287048,0.281522002778,1310.88,1295.81,1305.04
2006-03-16,0.4655,0.2069,0.3276,1.0,0.4096875,0.1379,0.384907436629,0.48829287048,0.281522002778,1304.4,1281.58,1303.02
